GENENAME	Adrenal4.a.s	Adrenal4.c.s	Adrenal4.d.s	Thryoid5.a.s	Thyroid5.b.s	Thyroid5.c.s	Thyroid5.d.s
RP11-231E4.4	217	123	127	207	175	0	273
ZNF407	163	231	268	356	393	0	461
ZADH2	685	605	748	1276	1138	0	1193
TSHZ1	595	455	713	500	779	0	756
RP11-321M21.3	0	0	0	0	0	0	0
SMIM21	0	0	0	0	0	0	0
RP11-321M21.1	0	0	0	0	0	0	0
RP11-704C2.1	0	0	0	0	0	0	0
RP11-173L6.1	0	0	0	0	0	0	0
RP11-357H3.1	0	0	0	0	0	0	0
RP11-1O2.1	0	0	0	0	0	0	0
RP11-94B19.6	0	0	0	0	0	0	0
RP11-94B19.1	0	0	0	0	0	0	0
RP11-94B19.5	0	0	0	0	0	0	0
RP11-94B19.2	0	0	0	0	0	0	0
RP11-94B19.7	0	0	0	0	0	0	0
RP11-94B19.3	0	0	0	0	0	0	0
RP11-94B19.4	0	0	0	0	0	0	0
ZNF516	541	459	493	437	431	55	489
RP11-504I13.3	7	4	1	3	8	0	3
RP11-17M16.2	8	4	16	8	9	0	12
RP11-17M16.1	35	14	30	3	1	0	3
RP11-111H3.1	55	38	47	2	4	2	51
LINC00683	6	6	18	2	7	0	11
RP11-111H3.3	3	1	1	0	0	0	0
AC034110.1	0	0	0	0	0	0	0
ARL2BPP1	0	0	0	0	0	0	0
AC139085.1	0	0	0	0	0	0	0
AC139085.2	0	0	0	0	0	0	0
RP11-162A12.2	7	3	1	1	9	4	3
ZNF236	230	211	285	249	282	103	405
RPL26P35	0	0	0	0	0	0	0
RP11-162A12.3	0	0	0	1	0	70	0
RP11-862L9.3	0	1	0	0	0	0	2
MBP	270	287	425	1911	1498	0	1846
RP11-751H17.1	2	0	0	1	0	0	0
GALR1	24	19	30	4	0	0	0
RP11-176N18.2	0	0	0	0	0	0	0
BDP1P	1	0	0	0	0	1	2
RP11-63N3.1	0	0	0	0	0	0	0
RP11-63N3.2	0	0	0	0	0	0	0
RNA5SP461	0	0	0	0	0	0	0
RP11-671C19.1	0	0	0	0	0	0	0
RP11-671C19.2	0	0	0	0	0	0	0
RP11-100K18.1	0	0	0	0	0	0	0
RP11-451L19.1	0	0	0	0	0	0	0
RP11-123I22.1	0	0	0	0	0	0	0
RP11-715C4.1	0	0	0	0	1	0	0
CTD-2382H12.2	0	0	0	0	0	0	0
CTD-2382H12.1	0	0	0	0	0	0	0
RP11-849I19.1	0	0	0	0	4	0	0
SALL3	1	0	0	0	11	0	0
ATP9B	353	388	465	547	700	472	533
CTD-2286N8.2	1	4	2	7	0	0	4
RP11-1136J12.1	0	0	0	0	0	0	0
RP11-800A18.4	1	0	2	0	0	1	0
NFATC1	101	169	149	101	210	1	191
AC018445.1	0	0	0	0	0	0	1
RP11-567M16.1	1	3	2	0	10	0	5
RP11-567M16.2	0	0	0	0	0	0	0
RP11-567M16.3	1	0	1	0	0	0	0
CTDP1	170	156	209	194	228	0	230
RP11-567M16.5	0	0	0	0	0	0	0
RP11-154H12.2	0	0	0	0	0	0	0
RP11-154H12.3	0	0	0	0	0	0	0
KCNG2	1	1	0	0	2	0	1
PQLC1	479	468	538	413	632	0	531
HSBP1L1	246	149	187	297	175	0	147
TXNL4A	557	405	506	414	296	0	307
RP11-795F19.5	14	21	23	11	35	0	26
RBFA	144	160	173	103	157	0	122
RP11-795F19.1	15	3	7	10	8	0	2
SLC25A6P4	0	0	0	0	1	0	0
ADNP2	328	310	403	686	541	0	647
AC139100.2	16	15	21	32	51	0	23
PARD6G	77	29	64	260	383	0	644
AC139100.3	1	5	5	10	16	0	4
AC008993.5	0	0	0	5	9	0	0
AC008993.2	0	0	0	0	0	0	0
MIR1302-10	0	0	0	0	0	0	0
FAM138F	0	0	0	0	0	0	0
OR4G3P	0	0	0	0	0	0	0
OR4G1P	0	0	0	0	0	0	0
OR4F17	0	0	0	0	0	0	0
AC016626.1	0	0	0	0	0	0	0
OR4F8P	0	0	0	0	0	0	0
AC016626.2	0	0	0	0	0	0	0
AC092192.1	0	0	0	0	0	0	0
AC092299.6	0	0	0	0	0	0	0
AC092299.1	0	0	0	0	0	0	0
AC010507.5	0	0	0	0	0	0	0
AC092299.7	0	0	0	0	0	0	0
AC098474.1	0	0	0	0	0	0	0
CTD-3113P16.7	0	0	3	0	0	2	0
VN2R11P	0	0	0	0	0	0	0
PPAP2C	3	7	37	53	51	57	48
CTD-3113P16.5	0	0	0	0	0	0	0
MIER2	101	106	142	93	118	144	105
THEG	0	0	0	0	0	0	0
AC010641.1	0	0	0	0	0	1	0
C2CD4C	15	21	24	7	12	5	7
SHC2	482	445	509	304	415	506	239
RNA5SP462	0	0	0	0	0	0	0
ODF3L2	2	0	1	0	1	0	0
MADCAM1	4	3	6	1	11	1	1
AC005775.2	4	0	0	0	5	0	6
TPGS1	21	14	20	5	25	6	8
CDC34	375	248	345	173	190	342	137
GZMM	6	2	27	0	1	6	0
AC009005.2	4	1	4	6	7	3	4
BSG	3761	2879	3906	2074	1848	4479	1676
AC009005.3	0	0	0	0	0	0	0
HCN2	36	76	137	5	2	0	1
AC005559.3	0	0	0	0	0	0	0
AC005559.2	0	0	0	0	0	0	0
POLRMT	340	236	299	170	216	190	138
AC004449.6	1	0	1	1	6	0	0
FGF22	9	2	2	0	0	0	1
RNF126	231	198	214	38	76	153	75
AC004156.3	4	4	4	0	1	0	0
FSTL3	1337	2119	1733	168	131	151	177
PRSS57	0	0	0	0	0	1	0
RPS2P52	0	0	0	0	0	0	0
PALM	495	325	361	56	78	120	121
C19orf21	1	1	1	0	19	8	0
AC006273.5	11	2	10	9	19	28	17
AC006273.7	2	0	1	0	1	1	1
PTBP1	2027	2027	2287	2038	2388	2897	2225
MIR4745	0	0	0	0	0	0	0
LPPR3	1	1	0	0	1	1	0
hsa-mir-3187	0	0	0	0	0	0	0
MIR3187	0	0	0	0	0	0	0
AZU1	1	0	0	0	0	1	2
AC004799.3	0	0	0	0	0	0	0
PRTN3	1	2	3	1	0	3	0
ELANE	2	3	7	0	0	2	0
CFD	207	106	232	4	9	27	49
MED16	365	320	556	207	445	634	300
RNU6-25	0	0	0	0	0	0	0
RNU6-2	0	0	0	0	0	0	0
R3HDM4	328	374	410	349	370	540	299
KISS1R	0	0	0	0	0	0	0
ARID3A	83	69	91	57	74	50	63
AC005391.2	0	0	0	0	0	0	0
AC005391.3	0	0	3	0	1	0	0
WDR18	279	201	171	92	227	176	126
AC004528.1	0	0	0	0	0	0	0
AC004528.4	0	0	0	0	0	0	0
GRIN3B	0	0	0	0	0	0	0
TMEM259	1725	1518	1826	641	1158	1515	1010
RNU6-26	0	0	0	0	0	0	0
CNN2	487	393	619	938	1428	3376	1857
AC011558.5	0	0	0	0	0	0	0
ABCA7	154	151	247	184	346	264	165
HMHA1	247	196	387	45	148	179	104
POLR2E	1044	800	1097	533	779	1465	679
GPX4	2977	1832	2279	1147	1036	2380	1199
SBNO2	470	1091	700	241	468	538	285
STK11	692	554	738	303	532	538	366
HMGB2P1	1	1	1	0	0	1	0
C19orf26	43	235	177	1	8	8	2
AC004221.2	3	3	1	0	0	0	0
ATP5D	534	332	435	120	73	147	83
MIDN	1032	2090	2498	273	419	448	592
CIRBP	8284	5506	4220	5907	6564	7740	5817
CIRBP-AS1	17	12	6	8	24	20	31
C19orf24	267	154	245	104	127	198	141
MUM1	591	502	508	423	535	443	572
EFNA2	0	1	0	1	0	0	0
RPS15P9	0	0	0	0	0	0	0
AC005330.2	7	2	7	0	0	1	0
AC004623.2	0	0	0	0	0	0	0
NDUFS7	351	270	366	54	93	176	80
AC005329.7	0	1	3	1	9	6	1
GAMT	272	134	213	71	195	230	82
DAZAP1	1039	954	1356	1067	806	744	888
CTB-25B13.13	0	3	0	6	3	4	3
RPS15	1245	730	798	331	239	409	278
AC027307.3	11	3	8	2	8	10	7
APC2	200	146	260	10	25	46	22
CTB-25B13.12	29	32	39	42	51	69	28
C19orf25	264	161	245	170	226	498	221
PCSK4	32	22	28	14	65	40	26
CTB-25B13.6	4	5	4	3	13	5	5
REEP6	833	825	859	38	148	148	55
ADAMTSL5	35	39	23	6	4	8	10
CTB-25B13.9	1	0	0	0	0	0	0
PLK5	0	1	2	0	0	0	0
AC027307.2	0	0	0	0	0	0	0
MEX3D	98	62	84	85	53	79	53
AC027307.1	0	0	0	0	0	0	0
RN7SL477P	0	0	0	0	1	0	1
AC005943.5	9	15	17	12	6	13	11
MBD3	401	318	458	132	344	618	186
UQCR11	899	547	756	255	231	466	309
AC005943.4	0	4	7	2	5	2	4
TCF3	305	230	392	282	522	758	404
AC005256.1	0	0	0	0	0	0	0
ONECUT3	0	0	0	0	0	1	0
ATP8B3	72	54	60	7	62	29	20
CTB-31O20.3	0	0	0	0	0	0	0
REXO1	553	443	608	93	190	212	120
MIR1909	0	0	0	0	0	0	0
CTB-31O20.4	56	58	53	14	34	13	14
CTB-31O20.6	0	0	0	0	0	0	0
KLF16	136	152	151	34	37	24	13
CTB-31O20.8	0	0	1	0	1	0	0
CTB-31O20.2	39	18	24	15	21	31	18
CTB-31O20.9	0	0	0	0	0	0	0
ABHD17A	303	239	267	137	264	168	172
SCAMP4	335	327	377	397	717	994	469
ADAT3	6	2	10	0	3	0	2
AC012615.1	0	0	0	0	0	0	0
CSNK1G2	533	514	709	180	355	542	289
CSNK1G2-AS1	0	1	3	0	0	0	0
BTBD2	763	536	687	401	673	927	455
AC005306.3	10	9	8	4	12	8	8
RN7SL226P	0	0	0	0	0	0	0
AC007136.1	0	0	0	0	0	0	0
MKNK2	1922	1320	1744	4721	1984	2461	2241
MOB3A	471	366	528	433	452	573	513
IZUMO4	33	26	30	13	17	15	18
AP3D1	1569	1580	2036	2644	2730	2310	2233
DOT1L	328	532	474	210	256	265	190
AC004490.1	0	0	2	0	0	1	1
PLEKHJ1	438	366	451	284	338	521	444
MIR1227	0	0	0	0	0	0	0
SF3A2	323	191	233	185	262	382	178
AMH	11	5	10	0	0	2	3
hsa-mir-4321	0	0	0	0	0	0	0
MIR4321	0	0	0	0	0	0	0
JSRP1	0	0	7	0	1	1	0
OAZ1	4763	3964	5045	2322	3682	4669	2901
AC004152.5	18	16	13	1	0	1	0
C19orf35	2	7	12	2	4	2	1
AC004152.6	0	0	0	1	0	1	0
LINGO3	5	1	4	1	0	0	0
LSM7	229	194	153	59	82	120	109
SPPL2B	580	427	560	296	562	486	299
AC005258.3	0	0	2	1	1	0	2
TMPRSS9	6	5	8	2	5	2	5
TIMM13	578	373	540	191	248	436	192
LMNB2	296	336	371	240	270	341	277
AC005624.2	0	0	0	0	0	0	0
GADD45B	1039	1949	1712	1504	1224	749	625
GNG7	335	283	298	209	338	363	168
AC104537.2	1	0	0	0	0	1	0
CTC-265F19.2	1	2	0	2	2	0	0
CTC-265F19.3	1	0	0	7	4	0	1
CTC-265F19.1	0	0	0	2	4	1	0
DIRAS1	86	88	115	30	4	2	10
AC006538.4	0	0	0	0	0	0	0
AC006538.1	10	4	5	2	3	2	2
SLC39A3	148	106	126	84	78	64	56
SGTA	661	547	738	623	858	1740	849
THOP1	288	214	257	350	201	305	258
ZNF554	91	64	91	195	132	157	157
ZNF555	110	80	71	267	173	158	232
AC006130.3	0	0	0	0	0	0	0
ZNF556	0	2	0	0	2	0	0
AC006130.1	0	0	0	0	0	0	0
AC006130.4	0	0	0	0	0	0	0
AC119403.1	0	0	0	0	1	1	0
ZNF57	31	35	14	108	57	91	100
AC006277.2	0	0	3	0	1	1	3
ZNF77	57	47	38	96	79	83	76
TLE6	18	21	17	48	250	72	138
TLE2	457	489	483	266	1037	1258	751
AC005944.2	0	0	0	0	0	0	0
AES	4226	3027	3875	1922	2243	3199	2541
GNA11	627	516	687	333	510	902	467
AC005262.3	0	0	0	0	0	0	0
AC005262.2	0	0	0	0	0	0	0
AC005262.4	1	1	1	0	0	0	0
GNA15	49	64	101	3	13	20	10
AC005264.2	2	0	1	4	2	1	1
S1PR4	5	1	17	4	3	8	4
NCLN	816	610	1042	261	279	389	227
CELF5	26	19	21	3	6	1	1
AC010649.1	0	0	0	0	0	0	0
NFIC	2776	2517	2554	1607	1850	2490	1568
C19orf77	0	0	0	1	2	0	3
DOHH	93	74	107	19	19	15	19
RN7SL866P	0	0	0	0	0	0	0
FZR1	675	744	889	346	711	917	413
MFSD12	265	312	368	193	411	345	263
C19orf71	22	28	38	14	58	37	27
AC005786.7	0	0	0	0	0	0	0
AC005786.5	0	0	0	0	2	0	0
AC005786.3	0	1	0	0	0	0	0
HMG20B	445	324	423	243	421	514	315
GIPC3	93	89	57	178	255	110	136
TBXA2R	143	82	133	25	35	25	16
CACTIN-AS1	20	7	13	0	2	4	1
CACTIN	181	142	194	79	142	148	101
PIP5K1C	530	473	644	489	660	735	533
AC004637.1	2	0	0	0	0	0	0
TJP3	2	3	2	144	201	294	167
APBA3	87	95	125	89	155	143	89
AC005954.4	0	0	0	0	1	1	0
AC005954.3	0	1	0	1	0	1	2
MRPL54	498	318	420	321	233	341	200
RAX2	0	0	0	0	0	0	0
AC005777.3	0	0	0	0	0	0	0
MATK	17	14	43	3	14	11	3
ZFR2	145	80	75	1	2	3	2
FTLP5	0	0	0	0	0	0	0
ATCAY	515	474	518	0	0	1	0
RN7SL202P	0	0	0	0	0	0	0
NMRK2	2	1	4	1	1	1	0
DAPK3	281	254	249	191	267	261	162
MIR637	0	0	0	0	0	0	0
EEF2	22224	21944	23980	46461	49900	46756	20685
PIAS4	230	162	236	84	110	203	112
AC016586.1	0	0	2	2	2	3	0
ZBTB7A	736	476	648	357	395	580	449
CTD-2622I13.3	2	3	1	6	20	1	7
MAP2K2	801	558	787	594	631	648	375
CREB3L3	5	7	4	0	0	0	1
SIRT6	164	114	149	42	76	104	61
ANKRD24	43	30	29	27	96	32	34
RN7SL84P	0	0	0	0	0	0	0
EBI3	65	52	91	6	5	11	6
CCDC94	159	110	211	139	164	314	174
SHD	2	5	3	0	0	0	0
TMIGD2	4	1	0	0	1	2	0
FSD1	26	11	15	0	0	1	1
STAP2	157	89	116	98	214	124	123
AC007292.7	1	0	0	0	0	0	1
MPND	149	100	142	95	108	132	84
AC007292.4	0	0	1	1	0	0	0
AC007292.1	1	0	1	2	0	0	0
AC007292.3	12	3	2	4	8	0	1
SH3GL1	823	669	859	314	428	606	326
AC007292.6	4	3	7	2	15	6	2
CHAF1A	121	82	138	107	112	119	102
CTB-50L17.5	0	0	0	0	1	0	0
UBXN6	2223	1622	2125	1051	1476	2208	1051
MIR4746	0	0	0	0	0	0	0
CTB-50L17.7	0	0	0	0	0	0	0
CTB-50L17.9	10	6	5	2	17	5	5
CTB-50L17.16	2	0	3	0	3	2	1
RN7SL528P	0	0	0	0	0	0	0
HDGFRP2	389	297	428	171	323	367	238
AC011498.1	0	0	0	0	0	0	0
PLIN4	291	152	574	10	31	83	60
PLIN5	46	68	24	36	50	75	45
CTB-50L17.14	4	1	2	2	8	5	9
LRG1	11	63	26	4	14	21	5
SEMA6B	228	285	320	44	143	28	10
RN7SL121P	0	0	0	0	0	0	0
CTB-50L17.2	0	0	0	0	0	0	0
TNFAIP8L1	88	62	104	207	163	94	141
C19orf10	690	656	724	1085	814	489	575
AC005339.2	0	0	0	0	0	0	0
DPP9	417	388	500	385	595	438	462
AC005594.3	7	5	2	3	4	0	6
AC005783.1	0	0	0	0	0	0	0
MIR7-3HG	40	63	50	0	0	1	0
MIR7-3	0	0	0	0	0	0	0
AC005523.3	0	0	0	0	0	1	0
FEM1A	0	0	0	0	0	0	0
AC005523.2	0	0	0	0	0	0	0
TICAM1	127	139	179	66	122	245	88
CTC-518P12.6	0	0	0	0	0	0	0
PLIN3	662	795	882	252	681	1185	504
AC027319.2	0	0	0	0	0	0	0
AC027319.1	0	0	0	0	0	0	0
ARRDC5	2	1	4	1	1	3	2
UHRF1	8	4	23	5	6	7	4
MIR4747	0	0	0	0	0	0	0
KDM4B	592	699	645	926	1101	1512	913
PTPRS	1640	1184	1354	479	1338	1279	711
CTC-482H14.5	0	0	0	0	0	0	0
RPL32P34	0	0	0	0	1	0	0
RN7SL626P	0	0	0	0	0	0	0
ZNRF4	0	0	0	0	0	0	0
TINCR	48	60	98	0	1	5	3
SNRPEP4	302	211	238	88	78	74	82
SAFB2	1054	996	910	774	880	577	724
SAFB	1049	968	1018	855	883	676	830
RPL36	5389	3085	3128	1358	878	1127	823
C19orf70	422	249	344	215	185	289	198
HSD11B1L	79	40	50	30	39	54	24
LONP1	3739	3416	4447	2088	1243	1044	629
CATSPERD	0	0	0	0	1	0	0
PRR22	12	8	20	8	17	17	9
CTB-54O9.9	0	0	0	0	0	0	0
DUS3L	221	206	209	129	187	229	116
AC011499.1	0	0	0	0	0	0	0
NRTN	12	14	19	3	1	2	0
FUT6	0	0	0	0	0	0	0
FUT3	2	0	0	8	0	0	0
AC024592.9	0	1	0	0	0	0	0
FUT5	0	0	0	0	0	0	0
AC024592.12	0	0	0	0	0	0	0
NDUFA11	279	263	270	56	78	148	82
AC104532.3	0	1	1	0	0	0	0
AC104532.2	0	0	0	0	0	0	0
VMAC	111	93	117	112	197	93	113
AC104532.4	13	10	20	8	11	7	10
CAPS	203	191	201	162	279	271	262
RANBP3	842	782	945	526	695	906	618
CTC-232P5.1	2	0	4	2	1	2	2
RFX2	66	87	43	75	89	88	170
CTC-232P5.3	0	0	1	0	1	0	0
CTC-232P5.4	0	0	0	0	1	0	1
CTB-66B24.1	0	0	1	0	0	0	0
ACSBG2	0	0	1	0	2	1	5
CTC-503J8.2	0	0	0	0	0	0	0
CTC-503J8.6	453	384	395	368	472	726	516
MLLT1	234	337	337	367	349	438	329
CTC-503J8.4	0	0	0	0	0	0	0
ACER1	3	2	3	0	0	0	0
CTB-180A7.3	1	0	0	0	0	0	0
CLPP	345	285	369	177	143	215	131
ALKBH7	220	135	236	99	111	182	96
PSPN	33	38	37	82	58	45	57
GTF2F1	871	842	844	1085	1416	1388	1092
CTB-180A7.6	0	2	1	2	0	1	1
CTB-180A7.8	0	0	0	0	3	0	1
KHSRP	1529	1438	1458	963	1135	1543	1091
MIR3940	0	0	0	0	0	0	0
SLC25A41	0	1	5	0	8	0	4
SLC25A23	1166	849	1027	1616	2278	3996	2300
CRB3	2	2	0	134	150	192	111
DENND1C	85	65	119	285	298	265	195
TUBB4A	2153	1510	2054	0	0	0	1
CTD-2396E7.10	0	0	0	0	0	0	0
CTD-2396E7.9	0	0	0	0	0	0	0
TNFSF9	10	5	18	1	0	2	1
CTD-2396E7.7	0	0	0	0	0	0	0
CTD-2396E7.8	7	1	15	15	9	1	6
CD70	0	0	4	1	1	2	0
RPL7P50	0	0	0	0	0	1	0
TNFSF14	20	20	41	0	5	6	13
C3	12763	17976	15350	207	1333	1151	1322
GPR108	824	677	928	987	1495	1342	1007
TRIP10	988	710	722	585	797	868	693
CTD-3128G10.6	9	3	2	16	25	20	26
SH2D3A	12	10	19	77	202	155	143
VAV1	87	114	253	10	89	47	44
EMR1	7	5	10	1	11	7	5
AC020895.1	0	0	0	0	0	0	0
CTC-312O10.2	0	0	0	0	0	0	0
EMR4P	37	7	11	2	6	1	5
RP11-1137G4.3	0	0	0	1	0	0	0
RP11-1137G4.4	0	0	0	0	0	0	0
AC025278.1	0	0	0	0	0	0	0
CTB-25J19.1	0	0	0	0	0	0	0
MBD3L5	0	0	0	0	0	0	0
MBD3L4	0	0	0	0	0	0	0
MBD3L2	0	0	0	0	0	0	0
MBD3L3	0	0	0	0	0	0	0
ZNF557	84	74	75	205	145	159	175
CTB-25J19.9	0	0	0	0	0	0	0
INSR	1949	2825	1504	3248	2092	725	978
AC010311.1	0	0	0	0	0	0	0
AC125387.1	0	0	0	0	0	0	0
CTB-133G6.1	14	17	52	2	13	0	0
ARHGEF18	547	518	680	412	600	142	389
CTB-133G6.2	0	0	0	0	5	16	0
PEX11G	60	36	58	13	44	93	22
C19orf45	8	15	14	0	0	4	1
CTD-2207O23.12	0	0	0	0	0	0	0
ZNF358	379	215	284	100	110	0	108
CTD-2207O23.11	0	0	0	0	0	0	0
MCOLN1	631	593	1080	201	215	0	202
CTD-2207O23.10	0	0	0	0	0	0	0
PNPLA6	660	552	722	310	549	513	418
CAMSAP3	93	43	138	271	164	110	147
XAB2	589	469	525	516	711	3	488
PET100	79	41	36	30	31	0	27
CTD-3214H19.4	0	0	0	1	0	0	0
PCP2	7	4	6	8	15	0	9
CTD-3214H19.6	3	1	4	21	33	0	17
STXBP2	91	116	157	409	437	0	282
CTD-3214H19.12	1	1	0	0	0	0	0
RETN	0	0	2	0	0	0	0
C19orf59	2	1	2	1	0	16	3
CTD-3214H19.16	0	0	0	0	0	0	0
TRAPPC5	0	0	0	0	0	2	0
FCER2	3	0	1	0	0	0	1
CLEC4G	0	4	3	0	2	0	0
CD209	147	160	277	20	105	0	78
RPL21P129	0	0	0	0	0	0	0
CLEC4M	14	21	13	0	0	1	2
CLEC4GP1	106	118	41	0	0	1	0
EXOSC3P2	0	0	0	0	0	0	0
EVI5L	266	197	329	186	192	473	173
FLJ22184	45	35	53	13	58	184	7
CTD-3193O13.11	0	0	0	0	0	0	0
CTD-3193O13.10	20	21	18	28	48	0	39
RNA5SP463	0	0	0	0	0	2	0
LRRC8E	9	3	10	2	8	102	1
AC010336.1	1	2	1	0	9	166	0
RN7SL115P	0	0	0	0	0	0	0
MAP2K7	464	349	438	313	371	19	262
CTD-3193O13.13	0	0	0	0	0	0	0
TGFBR3L	7	3	12	0	0	67	0
CTD-3193O13.1	2	2	0	0	0	0	0
SNAPC2	213	148	157	99	119	9	61
CTXN1	48	27	51	3	5	6	0
CTD-3193O13.8	0	0	0	0	0	0	0
TIMM44	520	393	459	825	492	44	396
ELAVL1	974	884	895	1075	900	0	946
CTD-3193O13.14	0	0	0	0	0	0	0
CTD-2325M2.1	0	4	0	4	5	0	4
CCL25	0	0	0	0	2	0	0
FBN3	1	1	1	10	6	92	99
CTD-3020H12.3	0	0	0	0	0	1	0
CERS4	248	195	173	1008	836	173	847
CD320	377	265	354	282	328	6	327
NDUFA7	301	223	246	173	177	33	173
RPS28	150	149	182	72	149	3	111
KANK3	91	76	69	15	63	1012	80
AC010323.1	0	0	0	0	0	0	0
CTD-2550O8.7	0	0	0	0	0	0	1
ANGPTL4	140	434	169	52	150	272	65
RAB11B-AS1	21	17	10	21	20	149	11
MIR4999	0	0	0	0	1	0	0
RAB11B	1016	786	908	805	1490	295	1032
43161	276	211	360	285	593	19	399
RP11-886P16.6	2	0	0	0	1	3	0
HNRNPM	1748	1849	1835	1612	1612	63	2010
PRAM1	15	9	18	6	22	5	14
ZNF414	121	55	97	40	61	4	55
MYO1F	212	222	466	54	216	31	104
AC092316.2	0	0	0	0	1	0	0
AC092316.1	0	0	0	0	0	0	0
ADAMTS10	303	241	248	66	134	0	90
AC130469.2	0	2	1	1	0	0	2
CTD-2586B10.1	0	0	0	0	0	0	0
AC092566.1	0	0	0	0	0	0	0
ACTL9	0	0	0	0	0	17	0
RPL23AP78	0	0	0	0	0	0	0
OR2Z1	0	0	0	0	0	0	0
CTD-2557P19.4	0	0	0	0	0	0	0
ZNF558	441	340	390	473	769	0	519
CTD-2529P6.3	2	3	0	1	1	0	2
MBD3L1	0	0	0	0	0	0	0
CTD-2529P6.4	0	0	0	1	2	0	1
MUC16	0	0	0	0	6	0	4
CTD-2596O15.1	0	0	0	0	0	0	0
OR1M4P	0	0	0	0	0	0	0
OR1M1	0	0	0	0	0	0	0
OR7G2	0	0	0	0	0	0	0
OR7G1	0	0	0	0	0	0	0
OR7G3	0	0	0	0	0	0	0
ZNF317	501	466	512	688	611	0	639
CTC-444D3.7	0	0	1	0	0	19	0
OR7D2	5	2	0	0	2	34	0
OR7E16P	1	0	0	0	0	4	0
OR7E25P	0	0	0	0	0	0	0
OR7D4	0	0	0	0	0	21	0
OR7D1P	1	0	0	0	0	6	0
OR7E24	0	0	0	0	0	0	0
OR7E18P	0	0	0	0	0	5	0
OR7E19P	0	0	0	0	0	7	0
OR7H1P	0	0	0	0	0	0	0
CTC-325H20.4	15	13	9	9	4	0	12
ZNF699	48	53	60	100	79	74	138
ZNF559	321	171	254	230	281	6	289
ZNF177	126	61	88	85	143	0	99
CTC-325H20.2	3	5	6	2	5	0	5
CTC-325H20.7	6	3	1	2	3	0	1
ZNF266	622	579	471	600	615	204	874
ZNF560	2	2	0	8	0	67	2
CTC-543D15.3	0	0	1	0	1	43	1
CTC-543D15.1	0	0	0	0	0	0	0
ZNF426	80	88	123	166	224	34	204
ZNF121	328	274	175	513	283	3	252
ZNF561	483	388	420	902	815	11	855
CTD-3116E22.4	50	32	40	135	158	14	130
ZNF562	238	299	309	685	425	45	514
RPS4XP22	16	5	6	13	5	0	2
ZNF812	13	23	12	118	19	80	16
CTD-3116E22.6	0	0	0	8	15	42	16
CTD-3116E22.7	5	0	1	0	0	2	0
ZNF846	153	103	117	120	167	0	169
CTD-2623N2.3	20	13	13	16	21	0	14
UBE2L4	82	57	69	83	81	0	80
AC008752.2	0	0	1	0	0	0	0
CTD-2623N2.5	1	0	0	1	1	0	0
FBXL12	178	156	195	136	183	0	169
RPL10P15	2	1	0	3	3	0	1
AC008752.1	0	0	0	0	0	0	0
RN7SL94P	0	0	1	1	0	0	0
UBL5	1428	814	951	554	382	0	467
CTD-2623N2.11	2	0	1	2	1	0	3
PIN1	632	472	610	155	177	13	161
AC008752.3	0	0	0	0	0	0	0
OLFM2	601	340	444	50	438	6	380
COL5A3	216	133	228	308	560	510	248
CTD-2553C6.1	0	0	0	1	1	31	2
RDH8	0	0	0	0	0	0	0
C3P1	0	0	0	0	0	48	0
MIR5589	0	0	0	0	0	0	0
C19orf66	356	292	281	128	155	0	142
CTD-2240E14.4	2	4	3	2	0	0	0
ANGPTL6	4	1	2	3	2	0	0
PPAN-P2RY11	0	0	0	0	0	0	0
PPAN	20	15	23	22	38	7	12
SNORD105	0	0	0	0	0	0	1
SNORD105B	0	0	0	0	0	0	0
P2RY11	33	30	27	38	101	7	22
EIF3G	1304	1067	1117	1072	1083	0	788
DNMT1	385	474	567	527	707	185	467
CTD-2369P2.2	53	47	36	31	33	53	58
S1PR2	12	21	16	6	12	85	14
MIR4322	0	0	0	0	0	0	0
MRPL4	255	229	273	169	194	130	157
CTD-2369P2.5	0	0	0	0	0	0	0
CTD-2369P2.4	0	0	0	0	0	0	0
ICAM1	184	968	699	44	272	899	219
CTD-2369P2.8	1	0	2	0	0	0	0
ICAM4	0	0	0	0	0	0	0
ICAM5	4	7	3	1	2	48	3
ZGLP1	15	12	5	14	31	0	15
FDX1L	0	1	0	3	0	0	0
CTD-2369P2.10	0	0	0	0	0	0	0
CTD-2369P2.12	0	0	0	0	0	0	0
RAVER1	138	111	161	44	86	0	79
ICAM3	141	80	233	55	125	19	100
TYK2	961	958	1163	563	1310	372	769
CDC37	1492	1304	1497	886	1409	3	1071
MIR1181	0	0	0	0	0	0	0
PDE4A	236	177	197	60	517	508	515
KEAP1	848	546	745	657	830	3	638
CTC-429L19.3	11	3	2	2	0	0	4
S1PR5	5	8	8	5	1	181	3
ATG4D	189	133	204	112	138	4	120
RNU7-140P	0	2	0	1	0	0	0
MIR1238	0	0	0	0	0	0	0
KRI1	376	368	416	346	506	241	318
CDKN2D	127	87	141	33	31	353	25
AP1M2	1	0	0	1533	1447	634	1137
CTC-539A10.7	0	0	0	0	0	10	0
SLC44A2	1381	1040	1269	2085	2398	80	2295
AC011475.1	0	0	0	0	3	0	0
ILF3-AS1	538	383	487	556	933	0	594
ILF3	3678	3892	3547	4017	5031	535	4000
QTRT1	566	528	450	400	971	251	506
DNM2	1893	1785	2455	1555	1952	756	1605
MIR638	0	0	0	0	0	26	0
MIR4748	0	0	0	0	0	0	0
